FeederLogID,LineID,OrderID,FeederSlotNo,ComponentPartNumber,ReelLotNo,LoadedTimestamp,ComponentsLoadedQty,ComponentsConsumedQty,ComponentsRemainingQty,LoadedByOperatorID
FLOG-002245,LINE-B,ORD-1405-0205,52,RES-0402-10R,LOT-686100,1405/02/08 11:42:00,4000,16,3984,EMP-008
FLOG-002246,LINE-B,ORD-1405-0205,45,DIO-LED-0603-RED,LOT-122511,1405/02/08 11:42:00,5000,15,4985,EMP-008
FLOG-002247,LINE-B,ORD-1405-0205,37,IC-SOIC-OPAMP-DUAL,LOT-267447,1405/02/08 11:42:00,2500,16,2484,EMP-008
FLOG-002248,LINE-B,ORD-1405-0205,16,CAP-0201-100nF,LOT-304153,1405/02/08 11:42:00,5000,17,4983,EMP-008
FLOG-002249,LINE-B,ORD-1405-0205,54,RES-0402-22R,LOT-827342,1405/02/08 11:42:00,10000,15,9985,EMP-008
FLOG-002250,LINE-B,ORD-1405-0205,32,CONN-USB-C,LOT-308963,1405/02/08 11:42:00,5000,16,4984,EMP-008
FLOG-002251,LINE-A,ORD-1405-0206,5,RES-0402-100K,LOT-163611,1405/02/09 10:45:00,10000,44,9956,EMP-002
FLOG-002252,LINE-A,ORD-1405-0206,2,DIO-SS14,LOT-263311,1405/02/09 10:45:00,10000,41,9959,EMP-002
FLOG-002253,LINE-A,ORD-1405-0206,31,RES-0402-22R,LOT-840991,1405/02/09 10:45:00,4000,45,3955,EMP-002
FLOG-002254,LINE-A,ORD-1405-0206,4,RES-0402-22R,LOT-336876,1405/02/09 10:45:00,5000,40,4960,EMP-002
FLOG-002255,LINE-A,ORD-1405-0206,12,CAP-0603-100pF,LOT-911245,1405/02/09 10:45:00,2500,41,2459,EMP-002
FLOG-002256,LINE-A,ORD-1405-0206,20,DIO-LED-0603-RED,LOT-943002,1405/02/09 10:45:00,2500,44,2456,EMP-002
FLOG-002257,LINE-A,ORD-1405-0206,47,IC-BGA-PMIC-MULTI,LOT-184508,1405/02/09 10:45:00,10000,44,9956,EMP-002
FLOG-002258,LINE-B,ORD-1405-0207,22,RES-0402-100K,LOT-984585,1405/02/10 11:15:00,10000,172,9828,EMP-009
FLOG-002259,LINE-B,ORD-1405-0207,33,DIO-LED-0603-GRN,LOT-738355,1405/02/10 11:15:00,5000,166,4834,EMP-009
FLOG-002260,LINE-B,ORD-1405-0207,12,DIO-1N4148,LOT-741029,1405/02/10 11:15:00,2500,169,2331,EMP-009
FLOG-002261,LINE-B,ORD-1405-0207,19,CAP-0603-100pF,LOT-452114,1405/02/10 11:15:00,2500,175,2325,EMP-009
FLOG-002262,LINE-B,ORD-1405-0207,31,RES-0402-10K,LOT-572493,1405/02/10 11:15:00,5000,169,4831,EMP-009
FLOG-002263,LINE-B,ORD-1405-0207,4,DIO-LED-0603-RED,LOT-503013,1405/02/10 11:15:00,4000,180,3820,EMP-009
FLOG-002264,LINE-B,ORD-1405-0208,45,CAP-0603-22pF,LOT-930675,1405/02/10 11:14:00,5000,27,4973,EMP-010
FLOG-002265,LINE-B,ORD-1405-0208,4,RES-0402-10R,LOT-859447,1405/02/10 11:14:00,10000,27,9973,EMP-010
FLOG-002266,LINE-B,ORD-1405-0208,27,RES-0201-100K,LOT-328456,1405/02/10 11:14:00,10000,27,9973,EMP-010
FLOG-002267,LINE-B,ORD-1405-0208,47,DIO-LED-0603-RED,LOT-909534,1405/02/10 11:14:00,5000,28,4972,EMP-010
FLOG-002268,LINE-B,ORD-1405-0208,8,DIO-LED-0603-GRN,LOT-281042,1405/02/10 11:14:00,5000,27,4973,EMP-010
FLOG-002269,LINE-B,ORD-1405-0208,37,CAP-0603-10uF,LOT-661467,1405/02/10 11:14:00,5000,26,4974,EMP-010
FLOG-002270,LINE-B,ORD-1405-0208,59,RES-0402-4K7,LOT-583832,1405/02/10 11:14:00,2500,25,2475,EMP-010
FLOG-002271,LINE-B,ORD-1405-0208,41,DIO-LED-0603-GRN,LOT-627344,1405/02/10 11:14:00,2500,26,2474,EMP-010
FLOG-002272,LINE-B,ORD-1405-0208,53,IC-SOIC-OPAMP-DUAL,LOT-293668,1405/02/10 11:14:00,2500,27,2473,EMP-010
FLOG-002273,LINE-B,ORD-1405-0208,44,CAP-0603-100pF,LOT-409716,1405/02/10 11:14:00,10000,27,9973,EMP-010
FLOG-002274,LINE-B,ORD-1405-0208,31,CAP-0603-10uF,LOT-631057,1405/02/10 11:14:00,5000,28,4972,EMP-010
FLOG-002275,LINE-B,ORD-1405-0208,19,CONN-HDR-4P,LOT-924229,1405/02/10 11:14:00,2500,26,2474,EMP-010
FLOG-002276,LINE-A,ORD-1405-0209,10,RES-0402-330R,LOT-497382,1405/02/12 07:00:00,4000,9,3991,EMP-005
FLOG-002277,LINE-A,ORD-1405-0209,41,CAP-0603-4.7uF,LOT-770068,1405/02/12 07:00:00,5000,9,4991,EMP-005
FLOG-002278,LINE-A,ORD-1405-0209,43,CAP-0603-100pF,LOT-545209,1405/02/12 07:00:00,2500,10,2490,EMP-005
FLOG-002279,LINE-A,ORD-1405-0209,21,RES-0201-100K,LOT-476640,1405/02/12 07:00:00,5000,9,4991,EMP-005
FLOG-002280,LINE-A,ORD-1405-0209,26,CAP-0603-10uF,LOT-430890,1405/02/12 07:00:00,5000,9,4991,EMP-005
FLOG-002281,LINE-A,ORD-1405-0209,33,IC-SOIC-MCU-ATMEGA328,LOT-408622,1405/02/12 07:00:00,4000,9,3991,EMP-005
FLOG-002282,LINE-A,ORD-1405-0209,52,RES-0402-22R,LOT-639605,1405/02/12 07:00:00,4000,9,3991,EMP-005
FLOG-002283,LINE-A,ORD-1405-0209,47,DIO-1N4148,LOT-741954,1405/02/12 07:00:00,10000,9,9991,EMP-005
FLOG-002284,LINE-B,ORD-1405-0210,59,DIO-1N4148,LOT-295417,1405/02/12 07:00:00,5000,98,4902,EMP-009
FLOG-002285,LINE-B,ORD-1405-0210,56,RES-0201-10K,LOT-478308,1405/02/12 07:00:00,10000,95,9905,EMP-009
FLOG-002286,LINE-B,ORD-1405-0210,21,CAP-0603-1uF,LOT-231063,1405/02/12 07:00:00,2500,102,2398,EMP-009
FLOG-002287,LINE-B,ORD-1405-0210,30,DIO-LED-0603-GRN,LOT-731905,1405/02/12 07:00:00,4000,102,3898,EMP-009
FLOG-002288,LINE-B,ORD-1405-0210,39,RES-0402-10R,LOT-498202,1405/02/12 07:00:00,10000,102,9898,EMP-009
FLOG-002289,LINE-B,ORD-1405-0210,18,RES-0201-47K,LOT-772410,1405/02/12 07:00:00,10000,94,9906,EMP-009
FLOG-002290,LINE-B,ORD-1405-0210,53,RES-0402-100R,LOT-456690,1405/02/12 07:00:00,5000,92,4908,EMP-009
FLOG-002291,LINE-B,ORD-1405-0210,41,CAP-0603-22pF,LOT-172107,1405/02/12 07:00:00,2500,94,2406,EMP-009
FLOG-002292,LINE-B,ORD-1405-0210,2,IC-SOIC-MCU-STM32F1,LOT-410862,1405/02/12 07:00:00,4000,103,3897,EMP-009
FLOG-002293,LINE-B,ORD-1405-0210,6,IC-SOIC-EEPROM-24C02,LOT-816426,1405/02/12 07:00:00,10000,102,9898,EMP-009
FLOG-002294,LINE-A,ORD-1405-0211,21,DIO-LED-0603-RED,LOT-544604,1405/02/10 08:01:00,10000,73,9927,EMP-001
FLOG-002295,LINE-A,ORD-1405-0211,40,RES-0201-1K,LOT-398488,1405/02/10 08:01:00,5000,65,4935,EMP-001
FLOG-002296,LINE-A,ORD-1405-0211,53,RES-0402-100K,LOT-565246,1405/02/10 08:01:00,4000,68,3932,EMP-001
FLOG-002297,LINE-A,ORD-1405-0211,36,DIO-SS14,LOT-834688,1405/02/10 08:01:00,2500,72,2428,EMP-001
FLOG-002298,LINE-A,ORD-1405-0211,19,RES-0402-22R,LOT-555692,1405/02/10 08:01:00,4000,67,3933,EMP-001
FLOG-002299,LINE-A,ORD-1405-0211,38,CAP-0603-100nF,LOT-508721,1405/02/10 08:01:00,2500,66,2434,EMP-001
FLOG-002300,LINE-A,ORD-1405-0211,54,IC-SOIC-EEPROM-24C02,LOT-127738,1405/02/10 08:01:00,2500,68,2432,EMP-001
FLOG-002301,LINE-A,ORD-1405-0211,17,DIO-LED-0603-GRN,LOT-306163,1405/02/10 08:01:00,5000,65,4935,EMP-001
FLOG-002302,LINE-A,ORD-1405-0211,45,CAP-0603-10uF,LOT-107761,1405/02/10 08:01:00,10000,70,9930,EMP-001
FLOG-002303,LINE-A,ORD-1405-0211,35,RES-0402-100R,LOT-330102,1405/02/10 08:01:00,5000,71,4929,EMP-001
FLOG-002304,LINE-B,ORD-1405-0212,30,CAP-0603-10uF,LOT-197000,1405/02/10 13:51:00,5000,109,4891,EMP-006
FLOG-002305,LINE-B,ORD-1405-0212,53,CAP-0603-1uF,LOT-461079,1405/02/10 13:51:00,10000,123,9877,EMP-006
FLOG-002306,LINE-B,ORD-1405-0212,29,IC-SOIC-PMIC-BUCK1A,LOT-671480,1405/02/10 13:51:00,2500,115,2385,EMP-006
FLOG-002307,LINE-B,ORD-1405-0212,42,DIO-LED-0603-RED,LOT-374223,1405/02/10 13:51:00,2500,113,2387,EMP-006
FLOG-002308,LINE-B,ORD-1405-0212,25,RES-0402-100R,LOT-857006,1405/02/10 13:51:00,2500,119,2381,EMP-006
FLOG-002309,LINE-B,ORD-1405-0212,3,CAP-0603-100pF,LOT-641574,1405/02/10 13:51:00,5000,120,4880,EMP-006
FLOG-002310,LINE-B,ORD-1405-0212,36,DIO-1N4148,LOT-673300,1405/02/10 13:51:00,10000,115,9885,EMP-006
FLOG-002311,LINE-B,ORD-1405-0212,15,IC-SOIC-MCU-ATMEGA328,LOT-358720,1405/02/10 13:51:00,10000,118,9882,EMP-006
FLOG-002312,LINE-B,ORD-1405-0212,59,CAP-0201-10pF,LOT-762310,1405/02/10 13:51:00,10000,120,9880,EMP-006
FLOG-002313,LINE-B,ORD-1405-0212,23,CONN-HDR-4P,LOT-503305,1405/02/10 13:51:00,5000,118,4882,EMP-006
FLOG-002314,LINE-B,ORD-1405-0213,13,IC-SOIC-MCU-ATMEGA328,LOT-199780,1405/02/10 13:47:00,5000,335,4665,EMP-010
FLOG-002315,LINE-B,ORD-1405-0213,40,CAP-0201-100nF,LOT-343439,1405/02/10 13:47:00,4000,371,3629,EMP-010
FLOG-002316,LINE-B,ORD-1405-0213,46,CAP-0201-10pF,LOT-118962,1405/02/10 13:47:00,2500,350,2150,EMP-010
FLOG-002317,LINE-B,ORD-1405-0213,38,RES-0402-1K,LOT-688425,1405/02/10 13:47:00,10000,350,9650,EMP-010
FLOG-002318,LINE-B,ORD-1405-0213,10,CAP-0201-100nF,LOT-362143,1405/02/10 13:47:00,5000,346,4654,EMP-010
FLOG-002319,LINE-B,ORD-1405-0213,32,CAP-0603-4.7uF,LOT-495458,1405/02/10 13:47:00,10000,355,9645,EMP-010
FLOG-002320,LINE-B,ORD-1405-0213,14,CAP-0603-100pF,LOT-832965,1405/02/10 13:47:00,5000,382,4618,EMP-010
FLOG-002321,LINE-B,ORD-1405-0213,36,CAP-0201-10pF,LOT-286054,1405/02/10 13:47:00,4000,382,3618,EMP-010
FLOG-002322,LINE-B,ORD-1405-0213,35,DIO-LED-0603-RED,LOT-491854,1405/02/10 13:47:00,10000,350,9650,EMP-010
FLOG-002323,LINE-B,ORD-1405-0213,53,CAP-0201-10pF,LOT-337490,1405/02/10 13:47:00,10000,372,9628,EMP-010
FLOG-002324,LINE-B,ORD-1405-0213,22,RES-0402-22R,LOT-984765,1405/02/10 13:47:00,10000,362,9638,EMP-010
FLOG-002325,LINE-B,ORD-1405-0213,27,RES-0402-10K,LOT-442224,1405/02/10 13:47:00,4000,340,3660,EMP-010
FLOG-002326,LINE-A,ORD-1405-0214,32,CAP-0603-100nF,LOT-169118,1405/02/12 07:00:00,10000,271,9729,EMP-004
FLOG-002327,LINE-A,ORD-1405-0214,49,CAP-0201-100nF,LOT-256747,1405/02/12 07:00:00,5000,299,4701,EMP-004
FLOG-002328,LINE-A,ORD-1405-0214,5,CAP-0603-100nF,LOT-254603,1405/02/12 07:00:00,2500,297,2203,EMP-004
FLOG-002329,LINE-A,ORD-1405-0214,6,CAP-0201-10pF,LOT-606149,1405/02/12 07:00:00,10000,288,9712,EMP-004
FLOG-002330,LINE-A,ORD-1405-0214,43,RES-0402-10R,LOT-840968,1405/02/12 07:00:00,4000,293,3707,EMP-004
FLOG-002331,LINE-A,ORD-1405-0214,40,CAP-0201-100nF,LOT-941357,1405/02/12 07:00:00,2500,301,2199,EMP-004
FLOG-002332,LINE-A,ORD-1405-0214,13,CAP-0603-22pF,LOT-884301,1405/02/12 07:00:00,5000,289,4711,EMP-004
FLOG-002333,LINE-A,ORD-1405-0214,4,CAP-0603-22pF,LOT-694563,1405/02/12 07:00:00,4000,303,3697,EMP-004
FLOG-002334,LINE-A,ORD-1405-0214,34,DIO-LED-0603-GRN,LOT-107972,1405/02/12 07:00:00,10000,276,9724,EMP-004
FLOG-002335,LINE-A,ORD-1405-0214,16,DIO-LED-0603-RED,LOT-632396,1405/02/12 07:00:00,2500,276,2224,EMP-004
FLOG-002336,LINE-B,ORD-1405-0215,42,RES-0402-1K,LOT-910315,1405/02/10 10:24:00,5000,102,4898,EMP-010
FLOG-002337,LINE-B,ORD-1405-0215,32,CAP-0201-100nF,LOT-656967,1405/02/10 10:24:00,10000,114,9886,EMP-010
FLOG-002338,LINE-B,ORD-1405-0215,36,IC-SOIC-MCU-ATMEGA328,LOT-680101,1405/02/10 10:24:00,4000,113,3887,EMP-010
FLOG-002339,LINE-B,ORD-1405-0215,29,IC-SOIC-PMIC-BUCK1A,LOT-519541,1405/02/10 10:24:00,5000,114,4886,EMP-010
FLOG-002340,LINE-B,ORD-1405-0215,52,IC-SOIC-TXRX-RS485,LOT-814169,1405/02/10 10:24:00,10000,101,9899,EMP-010
FLOG-002341,LINE-B,ORD-1405-0215,26,RES-0201-10K,LOT-980578,1405/02/10 10:24:00,4000,102,3898,EMP-010
FLOG-002342,LINE-B,ORD-1405-0215,33,DIO-1N4148,LOT-599060,1405/02/10 10:24:00,2500,100,2400,EMP-010
FLOG-002343,LINE-B,ORD-1405-0215,19,CAP-0603-1uF,LOT-332421,1405/02/10 10:24:00,4000,113,3887,EMP-010
FLOG-002344,LINE-B,ORD-1405-0215,24,DIO-1N4148,LOT-933725,1405/02/10 10:24:00,10000,102,9898,EMP-010
FLOG-002345,LINE-B,ORD-1405-0215,49,CAP-0201-100nF,LOT-101300,1405/02/10 10:24:00,10000,110,9890,EMP-010
FLOG-002346,LINE-B,ORD-1405-0215,30,RES-0201-1K,LOT-624120,1405/02/10 10:24:00,5000,103,4897,EMP-010
FLOG-002347,LINE-B,ORD-1405-0215,39,CONN-HDR-4P,LOT-438449,1405/02/10 10:24:00,4000,114,3886,EMP-010
FLOG-002348,LINE-B,ORD-1405-0216,53,RES-0402-10R,LOT-656746,1405/02/12 07:00:00,4000,23,3977,EMP-007
FLOG-002349,LINE-B,ORD-1405-0216,35,RES-0402-10R,LOT-696223,1405/02/12 07:00:00,2500,23,2477,EMP-007
FLOG-002350,LINE-B,ORD-1405-0216,57,CAP-0201-10pF,LOT-933163,1405/02/12 07:00:00,10000,24,9976,EMP-007
FLOG-002351,LINE-B,ORD-1405-0216,54,RES-0402-100K,LOT-237629,1405/02/12 07:00:00,2500,24,2476,EMP-007
FLOG-002352,LINE-B,ORD-1405-0216,37,RES-0402-1K,LOT-649232,1405/02/12 07:00:00,2500,23,2477,EMP-007
FLOG-002353,LINE-B,ORD-1405-0216,28,DIO-LED-0603-RED,LOT-201049,1405/02/12 07:00:00,4000,25,3975,EMP-007
FLOG-002354,LINE-B,ORD-1405-0216,19,CAP-0201-100nF,LOT-301513,1405/02/12 07:00:00,10000,23,9977,EMP-007
FLOG-002355,LINE-B,ORD-1405-0216,60,RES-0402-10K,LOT-667076,1405/02/12 07:00:00,10000,22,9978,EMP-007
FLOG-002356,LINE-B,ORD-1405-0216,1,DIO-1N4148,LOT-161692,1405/02/12 07:00:00,4000,24,3976,EMP-007
FLOG-002357,LINE-B,ORD-1405-0216,52,DIO-SS14,LOT-868034,1405/02/12 07:00:00,4000,24,3976,EMP-007
FLOG-002358,LINE-B,ORD-1405-0216,12,IC-SOIC-MCU-ATMEGA328,LOT-434052,1405/02/12 07:00:00,5000,23,4977,EMP-007
FLOG-002359,LINE-A,ORD-1405-0217,2,DIO-LED-0603-RED,LOT-711276,1405/02/13 07:01:00,4000,15,3985,EMP-002
FLOG-002360,LINE-A,ORD-1405-0217,51,CAP-0603-100nF,LOT-208330,1405/02/13 07:01:00,4000,15,3985,EMP-002
FLOG-002361,LINE-A,ORD-1405-0217,47,CAP-0201-100nF,LOT-191912,1405/02/13 07:01:00,5000,16,4984,EMP-002
FLOG-002362,LINE-A,ORD-1405-0217,22,RES-0201-10K,LOT-759041,1405/02/13 07:01:00,4000,16,3984,EMP-002
FLOG-002363,LINE-A,ORD-1405-0217,21,CAP-0201-100nF,LOT-300389,1405/02/13 07:01:00,10000,15,9985,EMP-002
FLOG-002364,LINE-A,ORD-1405-0217,16,RES-0402-100K,LOT-819677,1405/02/13 07:01:00,10000,15,9985,EMP-002
FLOG-002365,LINE-A,ORD-1405-0217,57,RES-0402-100R,LOT-315257,1405/02/13 07:01:00,5000,15,4985,EMP-002
FLOG-002366,LINE-A,ORD-1405-0217,52,CONN-USB-C,LOT-348786,1405/02/13 07:01:00,10000,17,9983,EMP-002
FLOG-002367,LINE-B,ORD-1405-0218,17,DIO-SS14,LOT-973534,1405/02/15 13:54:00,4000,33,3967,EMP-008
FLOG-002368,LINE-B,ORD-1405-0218,48,CAP-0603-4.7uF,LOT-978400,1405/02/15 13:54:00,5000,31,4969,EMP-008
FLOG-002369,LINE-B,ORD-1405-0218,33,CAP-0603-100nF,LOT-755266,1405/02/15 13:54:00,5000,33,4967,EMP-008
FLOG-002370,LINE-B,ORD-1405-0218,35,CAP-0603-4.7uF,LOT-815737,1405/02/15 13:54:00,4000,31,3969,EMP-008
FLOG-002371,LINE-B,ORD-1405-0218,32,DIO-1N4148,LOT-212551,1405/02/15 13:54:00,5000,30,4970,EMP-008
FLOG-002372,LINE-B,ORD-1405-0218,29,IC-SOIC-MCU-ATMEGA328,LOT-183617,1405/02/15 13:54:00,2500,33,2467,EMP-008
FLOG-002373,LINE-B,ORD-1405-0218,38,RES-0201-100K,LOT-109706,1405/02/15 13:54:00,2500,31,2469,EMP-008
FLOG-002374,LINE-B,ORD-1405-0218,21,IC-BGA-DDR3-2G,LOT-428870,1405/02/15 13:54:00,5000,30,4970,EMP-008
FLOG-002375,LINE-B,ORD-1405-0218,55,RES-0402-22R,LOT-297986,1405/02/15 13:54:00,2500,30,2470,EMP-008
FLOG-002376,LINE-B,ORD-1405-0219,6,CAP-0201-10pF,LOT-841476,1405/02/15 10:25:00,5000,70,4930,EMP-008
FLOG-002377,LINE-B,ORD-1405-0219,8,DIO-1N4148,LOT-122940,1405/02/15 10:25:00,4000,70,3930,EMP-008
FLOG-002378,LINE-B,ORD-1405-0219,23,CAP-0603-22pF,LOT-596637,1405/02/15 10:25:00,5000,68,4932,EMP-008
FLOG-002379,LINE-B,ORD-1405-0219,47,RES-0402-100R,LOT-651839,1405/02/15 10:25:00,2500,67,2433,EMP-008
FLOG-002380,LINE-B,ORD-1405-0219,57,DIO-LED-0603-RED,LOT-477639,1405/02/15 10:25:00,4000,72,3928,EMP-008
FLOG-002381,LINE-B,ORD-1405-0219,9,CAP-0603-4.7uF,LOT-595874,1405/02/15 10:25:00,2500,71,2429,EMP-008
FLOG-002382,LINE-B,ORD-1405-0219,55,CAP-0603-4.7uF,LOT-229510,1405/02/15 10:25:00,4000,68,3932,EMP-008
FLOG-002383,LINE-B,ORD-1405-0219,16,RES-0201-10K,LOT-422135,1405/02/15 10:25:00,10000,72,9928,EMP-008
FLOG-002384,LINE-B,ORD-1405-0219,26,CAP-0201-10pF,LOT-779055,1405/02/15 10:25:00,10000,66,9934,EMP-008
FLOG-002385,LINE-B,ORD-1405-0219,20,DIO-LED-0603-RED,LOT-182710,1405/02/15 10:25:00,10000,69,9931,EMP-008
FLOG-002386,LINE-B,ORD-1405-0219,30,IC-SOIC-MCU-STM32F1,LOT-337105,1405/02/15 10:25:00,2500,69,2431,EMP-008
FLOG-002387,LINE-B,ORD-1405-0219,18,RES-0402-100R,LOT-411738,1405/02/15 10:25:00,5000,65,4935,EMP-008
FLOG-002388,LINE-B,ORD-1405-0219,46,DIO-SS14,LOT-782374,1405/02/15 10:25:00,10000,71,9929,EMP-008
FLOG-002389,LINE-B,ORD-1405-0219,52,IC-BGA-DDR3-2G,LOT-651929,1405/02/15 10:25:00,2500,69,2431,EMP-008
FLOG-002390,LINE-B,ORD-1405-0219,15,RES-0402-100K,LOT-422992,1405/02/15 10:25:00,5000,72,4928,EMP-008
FLOG-002391,LINE-B,ORD-1405-0219,28,CONN-USB-C,LOT-853926,1405/02/15 10:25:00,10000,64,9936,EMP-008
FLOG-002392,LINE-B,ORD-1405-0220,44,RES-0402-1K,LOT-825077,1405/02/15 14:42:00,10000,33,9967,EMP-010
FLOG-002393,LINE-B,ORD-1405-0220,52,CAP-0603-10uF,LOT-707496,1405/02/15 14:42:00,10000,33,9967,EMP-010
FLOG-002394,LINE-B,ORD-1405-0220,27,RES-0201-1K,LOT-876475,1405/02/15 14:42:00,4000,31,3969,EMP-010
FLOG-002395,LINE-B,ORD-1405-0220,40,RES-0201-10K,LOT-130548,1405/02/15 14:42:00,4000,34,3966,EMP-010
FLOG-002396,LINE-B,ORD-1405-0220,24,RES-0402-10R,LOT-859408,1405/02/15 14:42:00,10000,30,9970,EMP-010
FLOG-002397,LINE-B,ORD-1405-0220,2,DIO-1N4148,LOT-234956,1405/02/15 14:42:00,5000,33,4967,EMP-010
FLOG-002398,LINE-B,ORD-1405-0220,3,DIO-SS14,LOT-689439,1405/02/15 14:42:00,4000,32,3968,EMP-010
FLOG-002399,LINE-B,ORD-1405-0220,6,DIO-LED-0603-RED,LOT-226842,1405/02/15 14:42:00,4000,32,3968,EMP-010
FLOG-002400,LINE-B,ORD-1405-0220,35,RES-0402-100R,LOT-524148,1405/02/15 14:42:00,5000,34,4966,EMP-010
FLOG-002401,LINE-B,ORD-1405-0220,25,IC-SOIC-EEPROM-24C02,LOT-218293,1405/02/15 14:42:00,2500,30,2470,EMP-010
FLOG-002402,LINE-B,ORD-1405-0220,50,IC-SOIC-MCU-STM32F1,LOT-575041,1405/02/15 14:42:00,4000,31,3969,EMP-010
FLOG-002403,LINE-B,ORD-1405-0220,36,DIO-1N4148,LOT-115147,1405/02/15 14:42:00,5000,32,4968,EMP-010
FLOG-002404,LINE-B,ORD-1405-0220,13,RES-0201-100K,LOT-565624,1405/02/15 14:42:00,2500,34,2466,EMP-010
FLOG-002405,LINE-B,ORD-1405-0220,42,DIO-SS14,LOT-541295,1405/02/15 14:42:00,4000,32,3968,EMP-010
FLOG-002406,LINE-B,ORD-1405-0220,33,CONN-USB-C,LOT-590031,1405/02/15 14:42:00,10000,31,9969,EMP-010
FLOG-002407,LINE-B,ORD-1405-0221,42,DIO-1N4148,LOT-693463,1405/02/16 12:48:00,4000,54,3946,EMP-010
FLOG-002408,LINE-B,ORD-1405-0221,12,IC-SOIC-MCU-ATMEGA328,LOT-129647,1405/02/16 12:48:00,10000,49,9951,EMP-010
FLOG-002409,LINE-B,ORD-1405-0221,8,DIO-LED-0603-GRN,LOT-440881,1405/02/16 12:48:00,4000,54,3946,EMP-010
FLOG-002410,LINE-B,ORD-1405-0221,4,RES-0402-4K7,LOT-545594,1405/02/16 12:48:00,5000,53,4947,EMP-010
FLOG-002411,LINE-B,ORD-1405-0221,49,RES-0402-330R,LOT-432886,1405/02/16 12:48:00,5000,51,4949,EMP-010
FLOG-002412,LINE-B,ORD-1405-0221,37,RES-0402-10R,LOT-463840,1405/02/16 12:48:00,5000,51,4949,EMP-010
FLOG-002413,LINE-B,ORD-1405-0221,55,DIO-1N4148,LOT-710261,1405/02/16 12:48:00,5000,49,4951,EMP-010
FLOG-002414,LINE-B,ORD-1405-0221,31,RES-0402-10R,LOT-952066,1405/02/16 12:48:00,10000,51,9949,EMP-010
FLOG-002415,LINE-B,ORD-1405-0221,1,IC-SOIC-EEPROM-24C02,LOT-951230,1405/02/16 12:48:00,5000,55,4945,EMP-010
FLOG-002416,LINE-B,ORD-1405-0221,39,RES-0201-100K,LOT-229220,1405/02/16 12:48:00,10000,52,9948,EMP-010
FLOG-002417,LINE-B,ORD-1405-0221,59,CAP-0603-100nF,LOT-273946,1405/02/16 12:48:00,4000,55,3945,EMP-010
FLOG-002418,LINE-B,ORD-1405-0221,11,CONN-TERM-BLOCK-3P,LOT-875292,1405/02/16 12:48:00,5000,53,4947,EMP-010
FLOG-002419,LINE-A,ORD-1405-0222,11,RES-0402-1K,LOT-478192,1405/02/15 11:07:00,2500,84,2416,EMP-001
FLOG-002420,LINE-A,ORD-1405-0222,29,CAP-0603-100pF,LOT-194324,1405/02/15 11:07:00,5000,89,4911,EMP-001
FLOG-002421,LINE-A,ORD-1405-0222,33,DIO-1N4148,LOT-723482,1405/02/15 11:07:00,4000,84,3916,EMP-001
FLOG-002422,LINE-A,ORD-1405-0222,18,CAP-0603-4.7uF,LOT-668446,1405/02/15 11:07:00,2500,92,2408,EMP-001
FLOG-002423,LINE-A,ORD-1405-0222,59,RES-0201-10K,LOT-258824,1405/02/15 11:07:00,2500,89,2411,EMP-001
FLOG-002424,LINE-A,ORD-1405-0222,55,CAP-0201-10pF,LOT-721809,1405/02/15 11:07:00,10000,82,9918,EMP-001
FLOG-002425,LINE-A,ORD-1405-0222,56,RES-0402-1K,LOT-729000,1405/02/15 11:07:00,2500,84,2416,EMP-001
FLOG-002426,LINE-A,ORD-1405-0222,14,DIO-1N4148,LOT-831403,1405/02/15 11:07:00,5000,86,4914,EMP-001
FLOG-002427,LINE-A,ORD-1405-0222,7,CAP-0603-4.7uF,LOT-785773,1405/02/15 11:07:00,2500,86,2414,EMP-001
FLOG-002428,LINE-A,ORD-1405-0222,6,IC-SOIC-TXRX-RS485,LOT-486124,1405/02/15 11:07:00,5000,82,4918,EMP-001
FLOG-002429,LINE-A,ORD-1405-0222,23,RES-0402-4K7,LOT-772301,1405/02/15 11:07:00,2500,91,2409,EMP-001
FLOG-002430,LINE-A,ORD-1405-0222,37,IC-BGA-DDR3-2G,LOT-522303,1405/02/15 11:07:00,4000,83,3917,EMP-001
FLOG-002431,LINE-A,ORD-1405-0222,10,RES-0402-1K,LOT-147029,1405/02/15 11:07:00,2500,90,2410,EMP-001
FLOG-002432,LINE-A,ORD-1405-0222,3,CONN-HDR-4P,LOT-393257,1405/02/15 11:07:00,4000,92,3908,EMP-001
FLOG-002433,LINE-B,ORD-1405-0223,57,RES-0201-47K,LOT-731771,1405/02/14 13:55:00,5000,91,4909,EMP-008
FLOG-002434,LINE-B,ORD-1405-0223,29,DIO-1N4148,LOT-381402,1405/02/14 13:55:00,4000,89,3911,EMP-008
FLOG-002435,LINE-B,ORD-1405-0223,27,RES-0201-100K,LOT-228918,1405/02/14 13:55:00,4000,91,3909,EMP-008
FLOG-002436,LINE-B,ORD-1405-0223,7,RES-0402-4K7,LOT-128937,1405/02/14 13:55:00,2500,93,2407,EMP-008
FLOG-002437,LINE-B,ORD-1405-0223,11,CAP-0603-1uF,LOT-995317,1405/02/14 13:55:00,2500,85,2415,EMP-008
FLOG-002438,LINE-B,ORD-1405-0223,50,CAP-0603-4.7uF,LOT-244394,1405/02/14 13:55:00,10000,86,9914,EMP-008
