ProjectLogID,OrderID,LineID,ProgramName,OperatorID,JobStartTimestamp,JobEndTimestamp,PlannedQty,ProducedGoodQty,ProducedRejectQty,TotalStoppageMinutes,Status
PLOG-00338,ORD-1405-0338,LINE-A,PRG_ORD-1405-0338,EMP-004,1405/04/14 13:05:00,1405/04/14 21:50:17,137,136,1,0,Completed
PLOG-00339,ORD-1405-0339,LINE-A,PRG_ORD-1405-0339,EMP-005,1405/04/13 09:17:00,1405/04/13 11:28:05,40,40,0,0,Completed
PLOG-00340,ORD-1405-0340,LINE-B,PRG_ORD-1405-0340,EMP-006,1405/04/16 10:25:00,1405/04/16 11:38:57,13,13,0,19,Completed
PLOG-00341,ORD-1405-0341,LINE-A,PRG_ORD-1405-0341,EMP-002,1405/04/14 12:07:00,1405/04/14 19:39:46,55,54,1,0,Completed
PLOG-00342,ORD-1405-0342,LINE-A,PRG_ORD-1405-0342,EMP-005,1405/04/15 13:41:00,1405/04/15 15:04:38,12,11,1,0,Completed
PLOG-00343,ORD-1405-0343,LINE-B,PRG_ORD-1405-0343,EMP-010,1405/04/17 11:39:00,1405/04/17 17:27:51,50,48,2,19,Completed
PLOG-00344,ORD-1405-0344,LINE-A,PRG_ORD-1405-0344,EMP-003,1405/04/20 07:00:00,1405/04/22 08:51:35,144,139,5,0,Completed
PLOG-00345,ORD-1405-0345,LINE-B,PRG_ORD-1405-0345,EMP-008,1405/04/16 09:56:00,1405/04/16 12:50:51,25,25,0,36,Completed
PLOG-00346,ORD-1405-0346,LINE-A,PRG_ORD-1405-0346,EMP-002,1405/04/20 14:22:00,1405/04/22 19:02:32,379,375,4,23,Completed
PLOG-00347,ORD-1405-0347,LINE-B,PRG_ORD-1405-0347,EMP-007,1405/04/20 07:00:00,1405/04/20 08:24:16,14,14,0,0,Completed
PLOG-00348,ORD-1405-0348,LINE-A,PRG_ORD-1405-0348,EMP-003,1405/04/17 11:33:00,1405/04/20 09:18:34,218,215,3,0,Completed
PLOG-00349,ORD-1405-0349,LINE-A,PRG_ORD-1405-0349,EMP-005,1405/04/17 09:33:00,1405/04/17 19:36:12,42,40,2,0,Completed
PLOG-00350,ORD-1405-0350,LINE-A,PRG_ORD-1405-0350,EMP-003,1405/04/20 13:15:00,1405/04/20 14:56:39,15,15,0,5,Completed
PLOG-00351,ORD-1405-0351,LINE-A,PRG_ORD-1405-0351,EMP-003,1405/04/18 08:17:00,1405/04/20 08:59:05,60,59,1,0,Completed
PLOG-00352,ORD-1405-0352,LINE-B,PRG_ORD-1405-0352,EMP-008,1405/04/21 12:51:00,1405/04/21 13:50:32,7,7,0,11,Completed
PLOG-00353,ORD-1405-0353,LINE-A,PRG_ORD-1405-0353,EMP-002,1405/04/21 08:14:00,1405/04/21 09:20:51,11,11,0,13,Completed
PLOG-00354,ORD-1405-0354,LINE-A,PRG_ORD-1405-0354,EMP-005,1405/04/22 09:53:00,1405/04/22 21:22:28,67,66,1,0,Completed
PLOG-00355,ORD-1405-0355,LINE-A,PRG_ORD-1405-0355,EMP-005,1405/04/21 14:19:00,1405/04/22 10:56:41,85,83,2,0,Completed
PLOG-00356,ORD-1405-0356,LINE-A,PRG_ORD-1405-0356,EMP-004,1405/04/24 08:09:00,1405/04/24 17:38:12,83,82,1,22,Completed
PLOG-00357,ORD-1405-0357,LINE-B,PRG_ORD-1405-0357,EMP-010,1405/04/22 13:38:00,1405/04/22 20:43:10,59,57,2,8,Completed
PLOG-00358,ORD-1405-0358,LINE-B,PRG_ORD-1405-0358,EMP-010,1405/04/23 09:04:00,1405/04/23 13:32:01,61,61,0,15,Completed
PLOG-00359,ORD-1405-0359,LINE-A,PRG_ORD-1405-0359,EMP-001,1405/04/25 09:35:00,1405/04/27 15:21:24,58,56,2,0,Completed
PLOG-00360,ORD-1405-0360,LINE-B,PRG_ORD-1405-0360,EMP-006,1405/04/25 12:01:00,1405/04/25 14:53:58,22,22,0,0,Completed
PLOG-00361,ORD-1405-0361,LINE-A,PRG_ORD-1405-0361,EMP-003,1405/04/23 07:27:00,1405/04/24 09:31:38,87,85,2,8,Completed
PLOG-00362,ORD-1405-0362,LINE-A,PRG_ORD-1405-0362,EMP-004,1405/04/24 11:11:00,1405/04/25 07:37:15,76,76,0,14,Completed
PLOG-00363,ORD-1405-0363,LINE-A,PRG_ORD-1405-0363,EMP-004,1405/04/27 07:00:00,1405/05/03 14:48:04,454,448,6,0,Completed
PLOG-00364,ORD-1405-0364,LINE-A,PRG_ORD-1405-0364,EMP-001,1405/04/27 08:46:00,1405/04/27 10:47:39,9,9,0,0,Completed
PLOG-00365,ORD-1405-0365,LINE-B,PRG_ORD-1405-0365,EMP-008,1405/04/27 07:00:00,1405/04/27 17:13:55,89,88,1,0,Completed
PLOG-00366,ORD-1405-0366,LINE-A,PRG_ORD-1405-0366,EMP-002,1405/04/27 13:10:00,1405/04/27 16:37:47,23,23,0,0,Completed
PLOG-00367,ORD-1405-0367,LINE-A,PRG_ORD-1405-0367,EMP-001,1405/04/29 11:15:00,1405/04/30 14:35:58,371,367,4,0,Completed
PLOG-00368,ORD-1405-0368,LINE-A,PRG_ORD-1405-0368,EMP-005,1405/04/28 10:09:00,1405/04/28 12:11:03,49,49,0,0,Completed
PLOG-00369,ORD-1405-0369,LINE-B,PRG_ORD-1405-0369,EMP-009,1405/04/30 08:51:00,1405/04/30 13:28:57,78,78,0,173,Completed
PLOG-00370,ORD-1405-0370,LINE-B,PRG_ORD-1405-0370,EMP-010,1405/04/28 13:16:00,1405/04/29 13:27:02,104,100,4,0,Completed
